territori,tipus_de_territori,anys,sense estudis_espanya,sense estudis_resta de la unio europea,sense estudis_resta del mon,"estudis primaris, certificat d'escolaritat, egb_espanya","estudis primaris, certificat d'escolaritat, egb_resta de la unio europea","estudis primaris, certificat d'escolaritat, egb_resta del mon","batxillerat elemental, graduat escolar, eso, fpi_espanya","batxillerat elemental, graduat escolar, eso, fpi_resta de la unio europea","batxillerat elemental, graduat escolar, eso, fpi_resta del mon","batxillerat superior, bup, cou, fpii, cfgm grau mitja_espanya","batxillerat superior, bup, cou, fpii, cfgm grau mitja_resta de la unio europea","batxillerat superior, bup, cou, fpii, cfgm grau mitja_resta del mon","estudis universitaris, cfgs grau superior_espanya","estudis universitaris, cfgs grau superior_resta de la unio europea","estudis universitaris, cfgs grau superior_resta del mon"
el fort pienc,barri,2017,479,NA,10,2849,93,793,4177,215,795,6306,553,793,7774,1524,1437
el fort pienc,barri,2018,434,NA,8,2730,88,793,4152,220,844,6196,557,824,7842,1602,1564
el fort pienc,barri,2019,397,NA,11,2616,91,865,4032,234,968,6079,632,926,7925,1814,1722
el fort pienc,barri,2020,353,NA,12,2480,85,967,4065,234,1207,6006,677,1151,8044,1958,1894
el fort pienc,barri,2021,299,NA,13,2342,76,943,3990,215,1331,6064,680,1294,8013,1927,2119
el fort pienc,barri,2022,270,NA,14,2290,74,900,4026,245,1292,5860,682,1306,8163,2082,2193
el fort pienc,barri,2023,229,NA,16,2139,83,951,4068,253,1556,5630,648,1657,8272,2121,2613
la sagrada familia,barri,1997,5448,NA,21,10631,16,88,7829,10,48,9533,49,119,7688,76,134
la sagrada familia,barri,1998,5175,NA,22,10589,20,125,7861,15,59,9627,57,174,7760,88,166
la sagrada familia,barri,1999,4903,NA,19,10434,19,165,7846,18,75,9648,64,246,7834,101,213
la sagrada familia,barri,2000,4618,NA,24,10212,22,222,7727,19,107,9583,61,330,7919,123,262
la sagrada familia,barri,2001,4379,NA,25,9895,25,395,7591,24,299,9560,80,663,7924,176,513
la sagrada familia,barri,2002,4099,6,70,8836,24,577,8041,47,639,11233,148,1225,8590,232,735
la sagrada familia,barri,2003,3875,5,83,8429,36,802,8040,72,851,11183,195,1492,8659,317,1026
la sagrada familia,barri,2004,3596,NA,75,8131,47,953,7975,88,971,10747,259,1529,8814,443,1254
la sagrada familia,barri,2005,3404,NA,75,7890,59,1111,7904,114,1084,10413,320,1569,8959,563,1479
la sagrada familia,barri,2006,3198,NA,78,7645,66,1205,7883,141,1187,10216,379,1673,9274,709,1591
la sagrada familia,barri,2007,3002,NA,63,7402,131,1134,7803,221,1036,9994,520,1424,9466,933,1372
la sagrada familia,barri,2008,2976,6,67,7242,146,1191,7803,289,1124,9933,636,1462,9688,1139,1550
la sagrada familia,barri,2009,2787,6,63,6945,145,1205,7773,291,1228,9814,697,1537,9900,1287,1769
la sagrada familia,barri,2010,2544,5,51,6638,135,1177,7884,284,1169,9942,684,1371,10136,1323,1593
la sagrada familia,barri,2011,2294,5,64,6413,115,1175,7895,254,1221,10081,608,1330,10588,1292,1770
la sagrada familia,barri,2012,2093,NA,61,6133,116,1236,7928,240,1285,10515,593,1358,10970,1366,1970
la sagrada familia,barri,2013,1937,NA,58,5900,95,1179,7813,246,1325,10445,593,1342,11164,1485,2026
la sagrada familia,barri,2014,1806,NA,56,5688,95,1141,7771,244,1286,10363,606,1235,11432,1556,1894
la sagrada familia,barri,2015,1675,NA,48,5515,91,1070,7766,218,1164,10364,624,1087,11826,1628,1829
la sagrada familia,barri,2016,1123,NA,11,5846,86,1141,7543,207,1112,10249,635,1170,12146,1774,2031
la sagrada familia,barri,2017,997,NA,9,5572,74,1057,7469,233,1193,10171,676,1321,12245,1909,2423
la sagrada familia,barri,2018,889,NA,8,5245,74,1022,7424,258,1305,9935,664,1366,12498,2077,2674
la sagrada familia,barri,2019,775,NA,9,4938,85,999,7118,267,1382,9787,737,1511,12621,2350,2988
la sagrada familia,barri,2020,685,NA,9,4678,88,1003,7145,314,1544,9761,806,1668,12692,2507,3184
la sagrada familia,barri,2021,584,NA,5,4442,88,1015,6919,317,1667,9758,784,1817,12802,2434,3504
la sagrada familia,barri,2022,505,NA,6,4226,92,911,6800,353,1619,9577,840,1756,13019,2561,3348
la sagrada familia,barri,2023,434,NA,5,4012,92,869,6756,316,1660,9258,885,1966,13204,2708,3780
la dreta de l'eixample,barri,1997,2582,NA,21,6309,44,53,4989,25,34,8682,106,125,10682,130,170
la dreta de l'eixample,barri,1998,2452,NA,22,6160,44,77,4962,27,45,8742,122,153,10779,169,194
la dreta de l'eixample,barri,1999,2291,NA,26,5911,42,92,4887,25,55,8681,137,180,10865,203,248
la dreta de l'eixample,barri,2000,2136,NA,26,5631,43,130,4774,26,71,8643,151,214,10956,265,294
la dreta de l'eixample,barri,2001,2040,NA,29,5411,48,215,4631,30,134,8544,170,330,11011,366,431
la dreta de l'eixample,barri,2002,1983,10,52,4667,41,275,4783,67,265,9952,296,565,11510,517,626
la dreta de l'eixample,barri,2003,1878,10,62,4436,46,455,4782,85,379,9871,381,779,11546,707,1042
la dreta de l'eixample,barri,2004,1689,10,65,4157,49,576,4711,117,449,9369,437,851,11520,881,1296
la dreta de l'eixample,barri,2005,1582,10,59,3965,54,681,4690,151,551,9018,500,969,11482,1120,1519
la dreta de l'eixample,barri,2006,1481,9,61,3780,60,725,4666,191,644,8806,577,993,11730,1364,1692
la dreta de l'eixample,barri,2007,1396,9,39,3674,95,629,4582,276,544,8572,721,814,11711,1611,1334
la dreta de l'eixample,barri,2008,1432,14,50,3634,99,659,4568,281,555,8356,810,798,11870,1885,1389
la dreta de l'eixample,barri,2009,1397,12,41,3472,97,681,4568,287,617,8225,913,877,12041,2129,1534
la dreta de l'eixample,barri,2010,1233,10,27,3284,85,620,4553,255,601,8375,866,847,12261,2103,1488
la dreta de l'eixample,barri,2011,1157,8,21,3117,73,618,4541,226,607,8496,765,842,12544,1956,1578
la dreta de l'eixample,barri,2012,1010,7,19,2963,83,588,4540,224,596,8951,779,846,12921,2112,1771
la dreta de l'eixample,barri,2013,924,9,19,2754,91,554,4544,233,554,8774,848,825,13172,2403,1866
la dreta de l'eixample,barri,2014,846,6,21,2592,84,564,4515,220,541,8534,854,772,13456,2595,1817
la dreta de l'eixample,barri,2015,758,6,24,2510,80,557,4404,204,493,8523,856,784,13809,2628,1893
la dreta de l'eixample,barri,2016,483,NA,NA,2715,87,550,4194,197,493,8394,817,766,14002,2771,2060
la dreta de l'eixample,barri,2017,426,NA,NA,2573,81,516,4189,236,564,8302,822,840,14024,2900,2483
la dreta de l'eixample,barri,2018,364,NA,NA,2407,92,509,4189,246,589,8072,811,869,14040,2969,2607
la dreta de l'eixample,barri,2019,343,NA,NA,2271,99,538,3990,271,661,7812,894,981,14059,3299,2792
la dreta de l'eixample,barri,2020,294,NA,NA,2128,97,504,4067,326,686,7645,957,1087,14096,3435,3018
la dreta de l'eixample,barri,2021,246,NA,NA,2044,99,530,3809,313,743,7519,859,1311,13997,3254,3715
la dreta de l'eixample,barri,2022,209,NA,NA,1933,109,485,3760,336,729,7352,922,1278,14022,3725,3818
la dreta de l'eixample,barri,2023,178,NA,NA,1841,125,505,3759,326,813,6994,845,1271,14063,3734,4166
l'antiga esquerra de l'eixample,barri,1997,3282,6,40,6795,24,92,5155,28,49,8798,96,172,9316,111,169
l'antiga esquerra de l'eixample,barri,1998,3114,5,41,6723,27,119,5116,33,69,8839,103,227,9414,131,222
l'antiga esquerra de l'eixample,barri,1999,2921,5,40,6523,31,159,5060,34,83,8757,104,253,9401,157,256
l'antiga esquerra de l'eixample,barri,2000,2724,NA,40,6297,33,174,4948,37,89,8620,110,318,9314,191,303
l'antiga esquerra de l'eixample,barri,2001,2525,5,42,6046,37,309,4843,44,189,8483,122,495,9311,240,455
l'antiga esquerra de l'eixample,barri,2002,2402,7,93,5311,33,380,5038,82,397,9754,240,823,9799,363,695
l'antiga esquerra de l'eixample,barri,2003,2255,7,93,4985,41,551,4981,93,605,9592,299,1040,9768,563,1020
l'antiga esquerra de l'eixample,barri,2004,2066,7,88,4752,63,599,4918,118,671,9251,349,1067,9775,740,1303
l'antiga esquerra de l'eixample,barri,2005,1929,7,66,4500,77,778,4846,142,725,8920,421,1165,9855,884,1569
l'antiga esquerra de l'eixample,barri,2006,1811,6,63,4312,66,851,4827,160,798,8745,510,1261,9966,1051,1640
l'antiga esquerra de l'eixample,barri,2007,1710,9,39,4111,90,778,4830,236,640,8539,591,1012,10131,1334,1366
l'antiga esquerra de l'eixample,barri,2008,1702,8,38,3947,107,861,4810,274,672,8371,692,959,10209,1624,1531
l'antiga esquerra de l'eixample,barri,2009,1580,9,43,3712,123,893,4816,281,772,8241,758,1046,10243,1811,1715
l'antiga esquerra de l'eixample,barri,2010,1426,11,42,3507,103,842,4863,247,799,8379,687,988,10508,1828,1659
l'antiga esquerra de l'eixample,barri,2011,1255,9,43,3315,81,804,4904,221,788,8441,586,986,10883,1715,1782
l'antiga esquerra de l'eixample,barri,2012,1138,9,36,3154,81,830,4840,234,813,8815,603,1033,11301,1840,1873
l'antiga esquerra de l'eixample,barri,2013,1055,8,32,2985,92,782,4773,242,745,8701,661,993,11637,1988,1955
l'antiga esquerra de l'eixample,barri,2014,970,NA,32,2863,93,694,4710,234,692,8618,663,941,11957,2094,1917
l'antiga esquerra de l'eixample,barri,2015,900,5,32,2757,74,651,4664,227,673,8589,656,906,12403,2077,1828
l'antiga esquerra de l'eixample,barri,2016,572,NA,9,2987,61,689,4452,211,669,8529,654,917,12630,2200,1956
l'antiga esquerra de l'eixample,barri,2017,504,NA,5,2799,65,648,4434,231,798,8429,662,998,12750,2302,2421
l'antiga esquerra de l'eixample,barri,2018,435,NA,NA,2640,76,617,4379,226,851,8204,674,1096,12959,2394,2578
l'antiga esquerra de l'eixample,barri,2019,389,NA,6,2477,80,630,4137,263,945,7994,741,1267,13040,2702,2883
l'antiga esquerra de l'eixample,barri,2020,335,NA,6,2302,88,599,4186,300,1014,7844,765,1401,13094,2834,3172
l'antiga esquerra de l'eixample,barri,2021,283,NA,NA,2188,87,616,4082,278,1110,7820,742,1566,13120,2710,3480
l'antiga esquerra de l'eixample,barri,2022,253,NA,NA,2101,91,521,4019,286,1022,7628,770,1410,13216,2911,3422
l'antiga esquerra de l'eixample,barri,2023,225,NA,NA,2012,96,492,3953,284,1143,7223,739,1634,13385,2997,3866
la nova esquerra de l'eixample,barri,1997,4898,7,34,10129,36,129,7901,28,86,11839,100,198,11149,113,193
la nova esquerra de l'eixample,barri,1998,4679,7,36,10019,48,148,7862,28,98,11815,117,250,11165,135,223
la nova esquerra de l'eixample,barri,1999,4423,7,34,9806,53,176,7844,31,100,11865,133,284,11199,160,280
la nova esquerra de l'eixample,barri,2000,4165,8,38,9529,54,210,7760,34,125,11799,143,367,11277,182,360
la nova esquerra de l'eixample,barri,2001,3897,8,47,9220,56,344,7634,41,275,11589,154,678,11375,232,591
la nova esquerra de l'eixample,barri,2002,3658,10,71,8018,50,534,8079,65,635,13607,295,1133,12086,310,855
la nova esquerra de l'eixample,barri,2003,3423,9,67,7729,48,802,8078,95,857,13531,350,1368,12116,478,1295
la nova esquerra de l'eixample,barri,2004,3156,7,63,7438,58,1011,7996,100,945,13014,399,1485,12245,622,1573
la nova esquerra de l'eixample,barri,2005,2948,8,71,7229,75,1248,7967,124,1034,12636,465,1642,12287,819,1825
la nova esquerra de l'eixample,barri,2006,2810,6,81,6981,90,1435,7977,176,1078,12397,504,1638,12649,1010,2047
la nova esquerra de l'eixample,barri,2007,2649,5,70,6707,153,1297,7909,266,932,12083,645,1343,12784,1215,1675
la nova esquerra de l'eixample,barri,2008,2675,6,69,6527,174,1354,7885,313,991,11898,736,1405,13004,1430,1702
la nova esquerra de l'eixample,barri,2009,2458,8,81,6199,174,1373,7875,303,1092,11736,759,1372,13223,1588,1910
la nova esquerra de l'eixample,barri,2010,2247,9,81,5904,145,1243,7850,293,1092,11773,751,1308,13624,1617,1880
la nova esquerra de l'eixample,barri,2011,1987,9,84,5685,148,1251,7900,253,1136,11841,677,1276,14058,1500,1949
la nova esquerra de l'eixample,barri,2012,1763,7,79,5459,146,1246,7923,230,1177,12492,651,1322,14561,1567,2128
la nova esquerra de l'eixample,barri,2013,1632,9,80,5241,142,1222,7800,244,1128,12355,696,1308,14915,1668,2262
la nova esquerra de l'eixample,barri,2014,1494,10,70,5070,128,1233,7678,236,1052,12158,711,1293,15385,1764,2262
la nova esquerra de l'eixample,barri,2015,1403,10,68,4945,112,1111,7677,234,1008,12155,657,1250,15874,1789,2246
la nova esquerra de l'eixample,barri,2016,870,NA,NA,5305,114,1141,7389,245,1013,12093,633,1245,16298,1861,2329
la nova esquerra de l'eixample,barri,2017,759,NA,NA,5087,110,1044,7321,275,1126,11967,671,1349,16448,2059,2857
la nova esquerra de l'eixample,barri,2018,694,NA,NA,4809,109,960,7219,268,1193,11657,696,1374,16855,2144,3062
la nova esquerra de l'eixample,barri,2019,611,NA,NA,4511,119,967,6916,293,1223,11424,760,1496,17124,2473,3341
la nova esquerra de l'eixample,barri,2020,550,NA,10,4240,116,895,7043,291,1343,11183,764,1629,17276,2617,3553
la nova esquerra de l'eixample,barri,2021,476,NA,8,4052,114,849,6887,268,1383,11087,727,1720,17284,2427,3791
la nova esquerra de l'eixample,barri,2022,415,NA,5,3855,115,772,6807,294,1356,10888,766,1650,17474,2658,3580
la nova esquerra de l'eixample,barri,2023,352,NA,8,3666,101,769,6723,286,1449,10492,743,1813,17698,2725,3984
sant antoni,barri,1997,4213,10,19,8264,16,73,5817,21,46,7277,34,110,5478,54,137
sant antoni,barri,1998,4018,9,20,8137,19,92,5854,23,56,7370,41,165,5528,71,162
sant antoni,barri,1999,3815,9,31,7973,22,127,5807,22,63,7382,53,189,5549,86,192
sant antoni,barri,2000,3584,10,40,7721,25,180,5750,22,91,7343,55,236,5536,93,232
sant antoni,barri,2001,3349,8,39,7459,26,299,5682,30,188,7262,73,394,5501,114,350
sant antoni,barri,2002,3160,6,74,6664,27,441,6035,57,416,8375,151,698,5839,187,519
sant antoni,barri,2003,2997,7,81,6426,31,733,6010,88,584,8312,194,823,5941,292,752
sant antoni,barri,2004,2835,7,78,6139,46,895,5917,105,688,7972,233,891,6049,380,929
sant antoni,barri,2005,2649,6,66,5948,59,1060,5800,123,734,7748,285,928,6169,536,1080
sant antoni,barri,2006,2515,5,83,5736,82,1167,5725,155,785,7561,332,962,6359,693,1152
sant antoni,barri,2007,2349,8,71,5502,153,1054,5650,225,643,7401,504,827,6515,923,963
sant antoni,barri,2008,2318,11,62,5340,164,1057,5687,266,716,7349,546,853,6689,1092,1057
sant antoni,barri,2009,2173,9,62,5056,166,1138,5698,294,793,7236,626,872,6818,1259,1167
sant antoni,barri,2010,2003,8,58,4827,138,1133,5733,272,851,7342,588,817,6976,1254,1110
sant antoni,barri,2011,1821,7,69,4650,112,1251,5759,229,852,7335,519,861,7278,1208,1163
sant antoni,barri,2012,1655,6,84,4546,106,1339,5789,218,922,7608,540,872,7574,1247,1247
sant antoni,barri,2013,1523,7,83,4372,90,1270,5751,198,922,7543,549,883,7743,1406,1348
sant antoni,barri,2014,1438,6,84,4184,91,1225,5681,197,913,7463,566,851,7976,1507,1304
sant antoni,barri,2015,1342,7,82,4063,92,1168,5663,203,862,7441,580,782,8262,1558,1329
sant antoni,barri,2016,857,NA,11,4389,82,1255,5508,192,862,7418,577,852,8476,1661,1407
sant antoni,barri,2017,781,NA,7,4170,68,1181,5484,225,994,7311,587,880,8621,1786,1653
sant antoni,barri,2018,692,NA,6,3921,52,1113,5475,220,1039,7265,600,934,8721,1840,1841
sant antoni,barri,2019,620,NA,5,3733,57,1087,5259,225,1097,7109,676,1011,8854,2076,1995
sant antoni,barri,2020,560,NA,7,3554,68,1048,5294,240,1201,7006,682,1124,9031,2200,2264
sant antoni,barri,2021,482,NA,8,3379,67,982,5132,217,1285,6985,640,1272,9154,2015,2564
sant antoni,barri,2022,423,NA,11,3240,66,893,5096,247,1280,6899,610,1203,9286,2097,2470
sant antoni,barri,2023,363,NA,10,3065,55,849,5017,246,1341,6614,600,1292,9528,2151,2712
sants-montjuic,districte,1997,25439,18,154,42051,75,448,27560,49,200,27315,122,462,15118,135,326
sants-montjuic,districte,1998,24555,21,187,41983,95,640,27828,57,266,27533,131,583,15407,180,414
sants-montjuic,districte,1999,23380,21,217,41554,112,828,27919,65,316,27548,159,728,15457,212,485
sants-montjuic,districte,2000,22150,21,230,40816,116,1045,27680,76,445,27528,179,957,15504,260,650
sants-montjuic,districte,2001,20946,17,264,40030,115,1907,27497,98,1176,27175,233,1642,15659,350,1120
sants-montjuic,districte,2002,19706,26,416,35663,117,3214,30142,161,2292,32164,386,2962,17164,468,1748
sants-montjuic,districte,2003,18712,23,451,34502,182,5815,30311,200,3067,31952,490,3685,17699,711,2496
sants-montjuic,districte,2004,17633,23,507,33538,283,7409,29983,240,3267,31151,603,3876,18193,968,3021
sants-montjuic,districte,2005,16763,25,661,32596,398,8833,29767,341,3576,30421,778,4126,18809,1210,3319
sants-montjuic,districte,2006,15826,24,796,31901,507,10317,29727,446,3994,29999,862,4293,19699,1524,3611
sants-montjuic,districte,2007,14958,55,645,30897,1021,9770,29485,614,3480,29671,1249,3654,20476,2048,3180
sants-montjuic,districte,2008,14636,57,606,30093,1260,10382,29667,817,4246,29450,1563,4004,21082,2551,3667
sants-montjuic,districte,2009,13839,57,687,28852,1226,10814,30190,934,4881,29251,1683,4200,21734,2923,4225
sants-montjuic,districte,2010,12871,46,665,27935,1127,10083,31027,919,5022,29819,1745,4118,22805,3140,4102
sants-montjuic,districte,2011,12006,41,689,27337,919,10085,31184,816,5150,30253,1624,4097,23984,3075,4316
sants-montjuic,districte,2012,11094,38,738,26813,886,9995,31771,824,5399,31903,1718,4265,25207,3360,4758
sants-montjuic,districte,2013,10423,37,650,26246,852,9191,31563,859,5222,31958,1820,4282,25842,3735,4848
sants-montjuic,districte,2014,9838,38,546,25646,830,8325,31469,857,5076,31996,1878,4091,26704,3926,4634
sants-montjuic,districte,2015,9240,42,537,25505,785,7706,31871,848,4768,32318,1874,3633,28021,4129,4475
sants-montjuic,districte,2016,5357,8,98,28883,738,7982,31370,820,4758,32250,1909,3798,29032,4386,4848
sants-montjuic,districte,2017,4866,9,84,27732,661,7370,31332,911,5459,32281,1959,4208,29619,4855,5694
sants-montjuic,districte,2018,4408,8,103,26629,607,6910,31330,944,5808,31823,2037,4448,30524,5222,6314
sants-montjuic,districte,2019,3951,8,119,25537,625,7006,30773,1081,6621,31666,2286,5246,31403,5992,7298
sants-montjuic,districte,2020,3587,8,121,24545,623,7008,31107,1182,7538,31519,2417,6065,32125,6427,7964
sants-montjuic,districte,2021,3123,9,115,23789,610,6828,30759,1135,7834,31701,2318,6572,32571,6173,8739
sants-montjuic,districte,2022,2722,9,98,23114,599,6126,30355,1170,7517,31812,2345,6469,32949,6310,8318
sants-montjuic,districte,2023,2379,10,116,22300,520,6091,30386,1131,8239,31141,2272,7423,33980,6323,9512
el poble-sec,barri,1997,6114,NA,50,9493,22,170,5645,10,59,4999,28,121,2357,30,70
el poble-sec,barri,1998,5900,5,73,9459,33,242,5668,11,79,5054,33,164,2423,44,104
el poble-sec,barri,1999,5576,5,99,9411,38,330,5659,12,103,5056,38,227,2459,64,140
el poble-sec,barri,2000,5201,5,111,9158,39,419,5646,16,148,5048,42,276,2454,81,184
el poble-sec,barri,2001,4918,NA,145,8897,40,780,5578,28,360,4943,54,500,2466,114,318
el poble-sec,barri,2002,4639,5,217,8135,37,1272,6143,55,779,5786,112,957,2735,153,531
el poble-sec,barri,2003,4362,NA,257,7824,48,2340,6106,67,1078,5780,148,1183,2878,223,752
el poble-sec,barri,2004,4144,5,252,7550,79,2761,6002,92,1173,5694,184,1240,3038,310,917
el poble-sec,barri,2005,3915,6,289,7250,119,3191,5903,149,1272,5589,269,1332,3203,414,1003
el poble-sec,barri,2006,3659,7,332,7100,158,3555,5880,181,1421,5627,314,1349,3451,580,1079
el poble-sec,barri,2007,3404,9,279,6868,270,3272,5817,214,1197,5653,432,1087,3637,731,994
el poble-sec,barri,2008,3249,12,249,6640,317,3441,5895,253,1408,5647,503,1190,3795,918,1156
el poble-sec,barri,2009,3048,9,265,6315,298,3447,5988,271,1518,5606,542,1236,3902,1062,1268
el poble-sec,barri,2010,2815,7,229,6047,271,3197,6193,279,1550,5691,596,1170,4085,1159,1182
el poble-sec,barri,2011,2613,9,270,5893,194,3322,6254,257,1631,5722,550,1153,4264,1224,1275
el poble-sec,barri,2012,2398,10,313,5720,217,3464,6354,256,1800,5971,615,1204,4471,1375,1398
el poble-sec,barri,2013,2254,9,276,5574,229,3387,6267,265,1727,5943,667,1236,4573,1536,1435
el poble-sec,barri,2014,2087,8,225,5391,254,3065,6239,258,1684,5926,675,1145,4756,1655,1394
el poble-sec,barri,2015,1925,10,220,5339,225,2931,6335,255,1621,5982,703,1028,5016,1750,1318
el poble-sec,barri,2016,1085,NA,43,6022,208,2998,6219,247,1661,5947,715,1080,5206,1859,1386
el poble-sec,barri,2017,969,NA,42,5727,177,2734,6089,301,1877,5983,738,1219,5278,2024,1675
el poble-sec,barri,2018,872,NA,39,5409,145,2499,6017,306,1879,5807,761,1269,5412,2152,1883
el poble-sec,barri,2019,759,NA,40,5155,145,2402,5915,355,2018,5756,876,1447,5494,2478,2129
el poble-sec,barri,2020,669,NA,29,4919,134,2161,5868,404,2074,5636,908,1644,5557,2662,2255
el poble-sec,barri,2021,580,NA,27,4746,141,2096,5843,365,2183,5654,850,1824,5612,2509,2658
el poble-sec,barri,2022,500,NA,24,4582,139,1795,5759,354,2100,5660,844,1719,5666,2537,2526
el poble-sec,barri,2023,426,NA,23,4400,119,1669,5769,327,2161,5525,812,1778,5768,2500,2708
la marina del prat vermell,barri,1997,507,NA,NA,485,NA,NA,226,NA,NA,73,NA,NA,12,NA,NA
la marina del prat vermell,barri,1998,493,NA,NA,479,NA,NA,210,NA,NA,70,NA,NA,10,NA,NA
la marina del prat vermell,barri,1999,485,NA,NA,507,NA,NA,239,NA,6,75,NA,NA,9,NA,NA
la marina del prat vermell,barri,2000,459,NA,NA,498,NA,NA,239,NA,7,75,NA,NA,9,NA,NA
la marina del prat vermell,barri,2001,442,NA,NA,479,NA,NA,235,NA,7,70,NA,NA,8,NA,NA
la marina del prat vermell,barri,2002,415,NA,NA,422,NA,11,268,NA,15,85,NA,NA,10,NA,NA
la marina del prat vermell,barri,2003,371,NA,NA,401,NA,16,266,NA,13,89,NA,NA,11,NA,NA
la marina del prat vermell,barri,2004,328,NA,NA,394,NA,23,255,NA,13,81,NA,NA,11,NA,NA
la marina del prat vermell,barri,2005,275,NA,NA,378,NA,26,248,NA,10,75,NA,NA,10,NA,NA
la marina del prat vermell,barri,2006,249,NA,5,363,NA,31,239,NA,9,70,NA,5,11,NA,NA
la marina del prat vermell,barri,2007,229,NA,5,350,NA,34,241,NA,8,68,NA,6,11,NA,NA
la marina del prat vermell,barri,2008,221,NA,5,335,NA,30,246,NA,11,67,NA,NA,12,NA,10
la marina del prat vermell,barri,2009,209,NA,5,317,NA,33,259,NA,12,63,NA,NA,7,NA,7
la marina del prat vermell,barri,2010,189,NA,NA,307,NA,31,267,NA,18,70,NA,6,10,NA,NA
la marina del prat vermell,barri,2011,173,NA,NA,293,NA,32,274,NA,18,74,NA,10,17,NA,6
la marina del prat vermell,barri,2012,184,NA,6,297,NA,30,289,NA,21,83,NA,12,21,NA,7
la marina del prat vermell,barri,2013,178,NA,5,298,NA,31,290,NA,21,89,NA,14,20,NA,9
la marina del prat vermell,barri,2014,174,NA,NA,289,NA,32,279,NA,23,84,NA,13,28,NA,9
la marina del prat vermell,barri,2015,145,NA,NA,301,NA,24,280,NA,19,87,NA,15,35,NA,12
la marina del prat vermell,barri,2016,64,NA,NA,399,NA,27,292,6,20,97,NA,13,41,NA,10
la marina del prat vermell,barri,2017,57,NA,NA,393,NA,26,295,5,23,98,NA,17,42,NA,11
la marina del prat vermell,barri,2018,51,NA,NA,379,NA,26,307,5,32,104,NA,12,47,NA,12
la marina del prat vermell,barri,2019,49,NA,NA,369,NA,28,311,5,46,108,NA,18,54,NA,13
la marina del prat vermell,barri,2020,43,NA,NA,365,NA,31,314,NA,60,110,NA,22,59,NA,20
la marina del prat vermell,barri,2021,39,NA,NA,374,NA,33,334,6,60,129,7,25,94,9,25
la marina del prat vermell,barri,2022,31,NA,NA,377,5,36,366,9,62,163,8,31,127,12,26
la marina del prat vermell,barri,2023,24,NA,NA,380,5,34,391,11,59,187,16,27,160,35,57
la marina de port,barri,1997,3948,NA,11,7483,16,46,4711,NA,26,4182,12,64,1528,11,27
la marina de port,barri,1998,3846,5,10,7471,17,63,4840,NA,28,4198,10,60,1521,13,29
la marina de port,barri,1999,3717,NA,10,7419,19,90,4864,6,28,4165,13,73,1494,16,35
la marina de port,barri,2000,3590,NA,15,7346,20,109,4855,7,38,4209,17,104,1496,18,42
la marina de port,barri,2001,3431,NA,16,7254,18,176,4833,8,95,4233,25,175,1561,25,83
la marina de port,barri,2002,3321,NA,26,6548,18,269,5298,17,186,5019,40,302,1749,34,144
la marina de port,barri,2003,3241,NA,33,6422,29,500,5407,23,284,4957,48,443,1773,47,220
la marina de port,barri,2004,3131,NA,36,6281,43,795,5414,31,269,4838,58,475,1816,67,270
la marina de port,barri,2005,3045,NA,46,6209,69,1084,5415,34,325,4788,65,498,1908,65,294
la marina de port,barri,2006,2949,NA,57,6079,79,1319,5399,36,395,4670,63,554,2004,73,344
la marina de port,barri,2007,2823,9,57,5922,161,1310,5403,55,389,4605,95,477,2107,119,289
la marina de port,barri,2008,2826,8,63,5789,211,1420,5452,71,481,4553,124,498,2158,155,325
la marina de port,barri,2009,2728,8,75,5621,202,1423,5588,85,618,4519,145,575,2234,162,371
la marina de port,barri,2010,2601,8,71,5513,190,1310,5845,81,629,4624,144,533,2368,162,372
la marina de port,barri,2011,2455,6,65,5459,170,1283,6042,65,626,4743,138,532,2513,168,399
la marina de port,barri,2012,2322,5,66,5419,167,1246,6254,68,687,5091,138,556,2641,181,398
la marina de port,barri,2013,2212,NA,68,5324,155,1165,6278,73,658,5144,138,529,2683,205,422
la marina de port,barri,2014,2112,NA,63,5243,148,1119,6235,77,626,5221,150,503,2765,200,394
la marina de port,barri,2015,2018,6,66,5242,160,1111,6379,81,584,5328,156,474,2896,211,383
la marina de port,barri,2016,1054,NA,12,6268,158,1230,6398,85,575,5363,152,459,2975,207,427
la marina de port,barri,2017,967,NA,9,6128,154,1253,6461,84,673,5373,157,514,3039,238,477
la marina de port,barri,2018,898,NA,16,5958,157,1217,6487,89,781,5334,171,573,3132,269,596
la marina de port,barri,2019,817,NA,18,5717,143,1233,6466,105,888,5353,204,711,3257,284,781
la marina de port,barri,2020,764,NA,17,5545,132,1252,6620,112,994,5411,235,781,3364,308,848
la marina de port,barri,2021,677,NA,16,5457,132,1191,6580,119,1065,5467,220,813,3434,307,844
